id,alname,category,degree,sweet,acid,light,body,carbon,bitter,tannin,nutty,bright,strength,spicy,img,detail
141,구름을 벗삼아,탁주,6,8,4,4,6,6,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FbmA6-1657597572597-00.jpg&w=3840&q=75,"구름을 벗삼아, 어떤 맛을 갖고 있나요?

시원한 청량감과 부드럽고 달콤한 맛에 목 넘김까지 좋아

계속 들이키고 싶어지는 그런 술이에요:)

친구들 또는 가족들과 캐주얼한 분위기에서 한잔 어떠신가요?
구름을 벗삼아, 어떤 음식과 잘 어울리나요?

막걸리는 보통 특유의 시원한 질감과 달달한 맛으로 매콤한 음식과 궁합이 잘 맞는데요.

매운맛을 부드럽게 순화시켜주는 동시에 막걸리의 맛을 잘 살려준답니다.

시원~하게 냉장 보관한 구름을 벗삼아를 큰 잔에 따라 벌컥벌컥 들이키며 먹는 낙지볶음!

맛있을 것 같지 않나요?
구름을 벗삼아, 알고 마시면 더 맛있어요!

틈도 없이 바쁜 일상 속에 구름을 벗삼아 막걸리 한 잔을 기울이며

유유히 시간을 흘려 보내는 여유를 즐기라는 바람으로 만들어진 막걸리인데요.

일반 탁주와는 달리 유기농 햇찹쌀, 전통누룩, 천연 암반수로 빚어

풍미가 살아있고 부드러운 맛과 목 넘김이 일품인 탁주입니다. "
279,나루 생 막걸리 6%,탁주,6,7,4,4,3,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FzOKe-1626677243880-%25EB%2582%2598%25EB%25A3%25A8%25EC%2583%259D%25EB%25A7%2589%25EA%25B1%25B8%25EB%25A6%25AC6-4_%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC.jpg&w=3840&q=75,"나루 생 막걸리 6, 어떤 맛을 갖고 있나요?

일반 막걸리의 쌀 함유량이 10인 것에 비해 20의 높은 쌀 함유량으로

첨가물 없이 은은하면서도 확실한 단맛이 있습니다.

또한 부드러운 목 넘김에 몇 잔이든 마실 수 있을 것만 같은데요.

소풍이나 캠핑장에서 가볍게 한잔하기 좋고

친구들과 모임에서도 넉넉한 용량으로 나눠 마시기에도 좋습니다.
나루 생 막걸리 6, 어떤 음식과 잘 어울리나요?

나루 생 막걸리는 담백하면서 중후한 풍미가 있는 발효 식품과 함께 할 때 좋은데요.

술이 갖고 있는 감칠맛과 단맛의 적절한 균형을 헤치지 않으면서 맛있는 한 잔을 즐길 수 있답니다.



아! ‘단짠’과 ‘단단’의 조합은 진리이지만

지나치게 달거나 짠 음식은 술의 맛을 해칠 수도 있으니 유의하세요.



또한 멜론이나 참외, 바나나 향이 풍부하게 나서 와인 잔 또는 입구가 좁아지는 잔에 담아

향을 맡은 후에 마신다면 술맛을 더 깊이 느낄 수 있답니다 :) 
나루 생 막걸리 6, 알고 마시면 더 맛있어요!

나루 생 막걸리는 서울의 특산물 ‘경복궁 쌀’을 사용한 첫 번째 지역 특산주인데요.

2020년 네이버 광고를 통해 전통주 신드롬을 일으킨 주인공이기도 합니다 :)"
133,담은,탁주,6.5,7,2,4,4,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FR1o4-1657597732636-00.jpg&w=3840&q=75,"담은, 어떤 맛을 갖고 있나요?

마치 우유를 마시는 듯한 착각을 줄 만큼 부드러운 목넘김이 매력적인 술이에요 :)

무첨가 프리미엄 막걸리인 담은은 쌀에서 오는 풍부한 단맛이 특징인데요.

평소 막걸리의 톡쏘는 탄산과 자극적인 단맛이 부담스러우셨던 분들에게

추천해드리고 싶은 술입니다.
담은, 어떤 음식과 잘 어울리나요?

담은은 달콤하고 부드러움이 특징인 만큼 매콤한 음식과 궁합이 잘 맞습니다.

속이 아리게 매운 음식을 먹어도 우유같이 식도를 감싸는 담은의 달콤함이

즉각 그 매운맛을 순화시켜줄 거예요.
담은, 알고 마시면 더 맛있어요!

구름은 어떤 맛일까? 라는 호기심을 시작으로 탄생하게 된 구름을 닮은 술, 담은은

전통 누룩의 우수한 균주만 사용해 100 수제 공법으로

생쌀 발효시킨 프리미엄 막걸리인데요.

포천의 맑은 물과 86년이 넘는 막걸리 발효의 노하우와 제품 디자인을 전공하신 대표님의

미적 감각이 만나 만들어진 하나의 작품이랍니다."
306,대왕 산삼 생 막걸리,탁주,6,7,2,4,6,3,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FLnvK-1660285175835-resize_P1233215.jpg&w=3840&q=75,"대왕 산삼 생 막걸리, 어떤 맛을 갖고 있나요?

인삼이나 산삼이 들어간 술이라 하면 ‘향과 쓴맛이 강하고

어르신들이 마시는 술이라는 선입견이 있으실 텐데요.

대왕 산삼 생 막걸리는 은은하게 풍기는 산삼 향과 달콤한 맛 덕에

젊은층도 쉽게 즐길 수 있는 술입니다 :)

탄산은 거의 없으며 텁텁하지 않고 가볍게 술술 넘어가는 편이라

집에서 반주로도 부담 없이 즐길 수 있는 술입니다.
대왕 산삼 생 막걸리, 어떤 음식과 잘 어울리나요?

야생산삼의 향을 더욱 신선하게 즐기기 위해선

시원한 상태(2~4도)로 음용하시는 것을 추천해 드려요.

생 막걸리 특성상 시간이 흐를수록 단맛은 줄어들고

쓴맛(알코올)과 산미가 올라오기 때문에 취향에 맞게 숙성을 한 후에

술을 즐기는 것도 하나의 방법입니다!

산삼이 들어간 술답게 한식과 잘 어울리고 단맛과 특유의 향이 있으므로

매콤하면서도 향이 강한 음식과 함께하기 좋습니다.
대왕 산삼 생 막걸리, 알고 마시면 더 맛있어요!

명세주가는 직접 농사지은 ‘청원 생명쌀’과 백족산의 암반수를 이용하여 술을 빚는데요.

이 외에도 술을 만들 때 들어가는 부재료와 도구들을 직접 재배 및 제작하여 사용한답니다.

좋은 술을 만들기 위해선 신선한 재료를 사용해야 한다는 경영 철학으로 술을 빚는 양조장입니다."
275,문삼이공 잣,탁주,12,8,5,6,8,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FRfNw-1661127479383-thumb.jpg&w=3840&q=75,"문삼이공 잣, 어떤 맛을 갖고 있나요?

‘문삼이공 잣’은 입에 침이 고일 정도는 아니지만

꽤 새콤, 달콤, 고소한 맛과 담백한 잣의 풍미를 느낄 수 있는 술이에요.

다소 높은 도수라 작열감도 느껴지지만 부드럽게 넘어가고

달콤, 고소한 맛이 금방 치고 올라오므로 반주로도 홀짝홀짝 마시기 좋은 술이랍니다 :)
문삼이공 잣, 어떤 음식과 잘 어울리나요?

잣의 풍미를 잘 느끼기 위해선 시원한 온도(4℃)에서 음용 하시는 걸 추천해 드리고요.

담백하면서도 감칠맛 나는 육류 요리와 함께한다면

고소한 잣의 풍미를 더욱 풍부하게 느낄 수 있을 거예요.

또, 단맛이 있는 술이기 때문에 매콤한 음식과 함께한다면 매운맛도 중화시켜 준답니다.
 문삼이공 잣, 알고 마시면 더 맛있어요!

문삼이공 잣에 사용된 잣은 ‘황잣’이라 불리는 잣이에요.

우리가 흔히 먹는 ‘백잣’과는 다르게 ‘황잣’은 껍질을 벗기지 않은 형태이며

백잣보다 향과 맛이 짙은 게 특징이랍니다."
282,문삼이공 탁주,탁주,12,6,7,6,6,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FTtMA-1661127602412-0.jpg&w=3840&q=75,"문삼이공 탁주, 어떤 맛을 갖고 있나요?

첫 잔을 들이켜면 가벼운 산미와 구수하면서도 은은한 단맛을 느낄 수 있어요.

맛이 튀지 않고 조화로워 여럿이 모인 식사 자리에서 다 같이 즐기기에도 좋은 술인데요.

다소 높은 도수지만 부드러운 목 넘김을 가지고 있어 혼자서 마시기에도 편안합니다.
문삼이공 탁주, 어떤 음식과 잘 어울리나요?

문삼이공 탁주’는 산뜻한 산미와 묵직함으로 입안을 정리해줘

기름진 음식과 같이 마실 때 느끼함을 잘 잡아주는데요.

술맛과 결이 비슷한 새콤달콤한 음식과 함께해도

문삼이공 특유의 산미를 더욱 즐길 수 있답니다.
문삼이공 탁주, 알고 마시면 더 맛있어요!

‘문삼이공 탁주’는

일체의 첨가물 없이 쌀, 직접 띄운 밀누룩, 청정수 3가지 재료만을 사용해서

이양주 방법으로 빚었다는 의미가 있습니다."
142,문희 오미자 가향주,탁주,12,9,6,3,10,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2F6dGy-1630317869603-mh%2520omj0.jpg&w=3840&q=75,"문희 오미자 가향주, 어떤 맛을 갖고 있나요?

일반 막걸리보다 도수가 두 배 높은 문희 가향주는

문경 오미자가 들어가 새콤달콤한 향이 더해졌습니다.

쌀 본연의 진득한 단맛이 합쳐져 체리초코 같은 맛이 나는 것이 특징인데요.

물보다 쌀이 두 배 이상 들어가며 숙성 기간도 100일이 넘어 부드러운 질감을 가졌답니다.


문희 오미자 가향주, 어떤 음식과 잘 어울리나요?

쌀 본연의 달콤하고 특유의 부드러움은 매운 음식과 굉장히 잘 어울립니다.

또한, 소고기와 같이 풍부한 맛의 육류도 매칭이 잘 됩니다.

단맛이 도드라지는 묵직한 맛이 특징인 생주이므로

냉장보관 및 시원하게 드시는 것을 추천드립니다.

 문희 오미자 가향주, 알고 마시면 더 맛있어요!

문희란 이름은 문경새재를 넘어 장원급제의 기쁜 소식을 알린다는 뜻이 있습니다.

술 빚는 모든 과정을 손으로 직접 하는 만큼 대량 생산이 어려운 아날로그 제품이에요.

문경의 맑은 물, 유기농 찹쌀, 오미자 그리고 직접 빚는 누룩으로

세 번 빚어 만든 삼양주로 황토방에서 100일 이상 숙성해 만든답니다.

숙성용 옹기도 무형문화재 장인이 만드는 옹기에서 시킨다고 하니 대단하지 않나요?"
140,문희,탁주,13,9,4,3,10,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FL8Le-1656600873943-0.jpg&w=3840&q=75,"700ml 문희 상품은
3/28 월요일부터 순차출고 됩니다 :)
문희, 어떤 맛을 갖고 있나요?

문희 햇찹쌀 수제 전통주’는 물보다 쌀이 더 많이 들어가는 술인데요.

막걸리 원주 특유의 묵직하고 부드러운 목넘김과 단맛을 그대로 느낄 수 있는 술입니다. 
문희, 어떤 음식과 잘 어울리나요?

쌀 본연의 달콤함과 막걸리 특유의 부드러움이 매운 음식과 굉장히 잘 어울립니다.

소고기와 같이 풍부한 맛의 육류와도 마찬가지로 풍부한 쌀의 맛으로 매칭이 잘 됩니다.

단맛이 도드라지는 묵직한 맛이 특징인 생주이므로

냉장보관 및 시원하게 드시는 것을 추천드리고, 언더락으로 즐기셔도 풍미를 즐기실 수 있습니다.
문희, 알고 마시면 더 맛있어요!

문희란 이름은 문경새재를 넘어 장원급제의 기쁜소식을 알린다는 뜻이 있습니다.

술 빚는 모든 과정을 손으로 직접 하는 만큼 대량 생산이 어려운 아날로그 제품이에요.

문경의 맑은 물, 유기농 찹쌀, 그리고 직접 빚는 누룩으로 세번 빚어 만든 삼양주로

황토방에서 100일 이상 숙성해 만든답니다.

숙성용 옹기도 무형문화재 장인이 만드는 옹기에서 시킨다고 하니 대단하지 않나요?"
318,배꽃 필 무렵 잣잎,탁주,9,5,8,5,10,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FKFT7-1622625975208-%25EB%25B0%25B0%25EA%25BD%2583%25ED%2595%2584%25EB%25AC%25B4%25EB%25A0%25B5-%25EC%259E%25A3%25EC%259E%258E.jpg&w=3840&q=75,"배꽃 필 무렵 잣잎, 어떤 맛을 갖고 있나요?

‘배꽃 필 무렵 잣잎’은 새콤하면서도 고소한 잣 향을 풍기는 데요.

한 입 떠먹게 되면 처음에는 새콤함이 입안을 감싸다가 점차 부드러운 단맛이 올라오는 것을 느낄 수 있을 거예요.

늘 마시던 막걸리가 지겹다면!

고려 시대부터 전해져 오는 이화주로 색다른 전통을 즐겨보시는 건 어떠세요?
배꽃 필 무렵 잣잎, 어떤 음식과 잘 어울리나요?

되직한 질감을 지닌 이화주는 요플레를 먹을 때처럼 숟가락으로 떠먹거나

꿀과 함께 물에 타서 음료같이 마시기도 하는데요.

음식과 같이 드신다면 구운 고기류를 이화주에 디핑 소스처럼 찍어 먹거나

달콤한 디저트류와 한 입씩 즐기기 좋답니다. 
배꽃 필 무렵 잣잎, 알고 마시면 더 맛있어요!

다른 첨가물 없이 쌀, 물, 누룩, 잣잎으로만 만든 ‘배꽃 필 무렵 잣잎’은 떠먹는 막걸리라고도 불리는 ‘이화주’인데요.

배나무 이(梨), 꽃 화(花) 자를 써서 아름다운 배꽃이 필 무렵에 빚는 술이라 해서 이런 이름이 지어졌습니다!

쌀로만 만들어서 새하얀 색을 띠는 전용 누룩 ‘이화곡’으로 빚은 탁주인데요.

이화주에는 물이 거의 들어가지 않아서 잼같이 되직한 식감을 갖는답니다 :)"
135,복순도가 손 막걸리,탁주,6.5,7,8,3,4,10,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FWqAl-1655692304884-thumb.jpg&w=3840&q=75,"스파클링 막걸리로 개봉 시 주의해주시길 바랍니다!
복순도가 손 막걸리, 어떤 맛을 갖고 있나요?

대부분의 막걸리에서 느끼기 힘든 자연 탄산과 자연 발효에서 오는 산미의 조화는

복순도가에서만 느낄 수 있는 매력이에요.

처음에 가라앉아있는 쌀 지게미를 따로 섞을 필요 없이 뚜껑을 열었다 닫았다 하며

올라오는 탄산으로 자연스럽게 섞이는 발효의 예술을 확인해보세요!

샴페인처럼 톡톡 튀는 막걸리인 만큼 주변 사람들과 축배를 들 때 정말 잘 어울리는 술이에요!
복순도가 손 막걸리, 어떤 음식과 잘 어울리나요?

탄산만큼이나 산미가 톡톡 튀는 막걸리인 만큼 기름진 음식과 드실 때 더욱 잘 어울립니다.

각종 육류나, 짜장면과 같이 기름진 요리와 함께 즐기시면

마리아주의 신세계를 느끼실 수 있을 거예요.

다만 탄산이 매우 강한 막걸리여서

뚜껑을 살살 열었다 닫았다 반복을 10번 이상 해야 안정적으로 열 수 있습니다 :)
복순도가 손 막걸리, 알고 마시면 더 맛있어요!

복순도가는 울산광역시 울주군에서 박복순씨가 직접 손으로 빚어 손 막걸리라 불립니다.

전통 항아리에서 전통 누룩과 국산 쌀로 발효시켜 그 풍미가 한층 더 깊은데요.

발효가 끝나기 전 병입 과정을 통해

살아 숨 쉬는 효모가 만들어낸 천연 탄산이 병 안에 가득 녹아 있답니다."
307,청남대 블루베리 생 막걸리,탁주,6,6,4,5,5,6,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FXqYl-1660285280352-resize_P1233363.jpg&w=3840&q=75,"청남대 블루베리 생 막걸리, 어떤 맛을 갖고 있나요?

블루베리의 옅은 풍미와 새콤달콤한 맛을 가진 술이에요.

막걸리 특유의 누룩향이나 쌀의 향미가 강하지 않으며

적당한 탄산감 덕에 집에서 맥주 대신 가볍고 청량하게 즐기기 좋은 술입니다.
청남대 블루베리 생 막걸리, 어떤 음식과 잘 어울리나요?

깔끔함과 탄산이 주는 청량감을 즐기기 위해선

시원한 상태(2~4도)로 음용하시는 것을 추천해 드려요.

새콤달콤하기 때문에 식전주로 마셔서 식욕을 돋우기 좋은데요.

전체적으로 맛이 약하기 때문에 음식과 같이 드신다면 가벼운 안주와 함께하기 좋습니다.
청남대 블루베리 생 막걸리, 알고 마시면 더 맛있어요!

명세주가는 직접 농사지은 ‘청원 생명쌀’과 백족산의 암반수를 이용하여 술을 빚는데요.

이 외에도 술을 만들 때 들어가는 부재료와 도구들을 직접 재배 및 제작하여 사용한답니다.

좋은 술을 만들기 위해선 신선한 재료를 사용해야 한다는 경영 철학으로 술을 빚는 양조장입니다."
72,삼양춘 탁주,탁주,12.5,6,4,6,8,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FlYo2-1657767149603-00.jpg&w=3840&q=75,"해당 제품 3병 구매 시 탁주 라이트 1병을 발송드립니다.
동일 상품이 아닌 별도 다른 제품임을 확인해주세요!
삼양춘 탁주, 어떤 맛을 갖고 있나요?

삼양춘은 프리미엄 탁주 중 드물게 단맛이나 신맛이 크게 도드라지지 않습니다.

적당한 단맛과 산미가 끝에 적절한 쓴맛과 함께 어우러져 좋은 밸런스를 이루는데요.

특유의 진한 쌀향과 혀에 남는 고운 입자의 쌀 잔감이 좋은 술을 마신다는 느낌을 남깁니다.

질리지 않는 맛을 가지고 있기에 혼술로 또는 연인, 친구들, 가족과

프리미엄 탁주 삼양춘 한잔 어떠신가요? :)
삼양춘 탁주, 어떤 음식과 잘 어울리나요?

삼양춘은 일반 백반상하고 즐기시기 좋습니다.

좋은 밸런스를 가진 삼양춘 탁주는 밥, 반찬, 김치와 함께

한 잔 곁들이면 신세계를 경험해볼 수 있습니다.

12.5도의 깊은 풍미를 가진 막걸리인만큼

와인 잔에 향을 느끼며 즐기시는 것을 추천합니다!
삼양춘 탁주, 알고 마시면 더 맛있어요!

강화도 햅쌀을 이용해 만들고 50일이 넘는 시간 동안 1차, 2차, 3차 발효를 통해

총 세 번 빚는 삼양주인 삼양춘은 숙성 기한 또한 70일~100일 동안 거쳐

맛과 풍미가 한층 더 깊어집니다.

예로부터 맛과 향이 뛰어난 고급술의 이름에만 붙었다는 ‘춘자가 무색하지 않은

프리미엄 탁주 삼양춘입니다."
284,선호 생 막걸리,탁주,6,3,6,5,2,7,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FjifZ-1657597677794-00.jpg&w=3840&q=75,"선호 생 막걸리, 어떤 맛을 갖고 있나요?

포도의 상큼한 향이 가볍게 풍기며 한 잔 마셨을 때도 그대로 느낄 수 있는 술이에요.

달콤하지 않지만 씁쓸함도 없고 전체적으로 맛이 옅은 술입니다.

시원한 느낌을 주는 파란색 병과 술을 따를 때부터 들려오는 보글보글

탄산 소리가 갈증이 날 때마다 선호 막걸리를 떠올리게 만드는데요.

실제로 알코올 도수가 낮고 탄산수처럼 청량함과 가벼운 맛을 지니고 있어서

벌컥벌컥 마시기에 좋습니다.
선호 생 막걸리, 어떤 음식과 잘 어울리나요?

선호 막걸리는 강한 탄산과 청량감이 특징인 술로 냉장 보관을 충분히 한 뒤

차가운 상태에서 마시는 것을 추천해 드립니다.

맛이 강하지 않고 가벼운 편이라 여러 종류의 술을 마시게 된다면 첫술로 즐기기에 좋은데요.

대부분의 음식과 조화로운 편이지만 양념이나 향이 강한 음식만 피하신다면

술의 깔끔한 매력을 더욱 잘 느낄 수 있을 거예요.
선호 생 막걸리, 알고 마시면 더 맛있어요!

‘누구나 선호할만한 맛을 가진다’라는 뜻의 선호 막걸리는

이름에 걸맞게 누구나 즐길 수 있는 대중성을 가졌습니다.

좋은 쌀로 유명한 김포 금쌀로 만들어졌고

효모가 살아있는 생 막걸리의 특징인 청량감과 깔끔함 모두를 가지고 있습니다."
346,설하담,탁주,7,6,6,4,3,3,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FNTGw-1618988709212-%25EC%2584%25A4%25ED%2595%2598%25EB%258B%25B41.jpg&w=3840&q=75,"설하담, 어떤 맛을 갖고 있나요?

부산에서 만들어지는 ‘설하담’은 다른 첨가물 없이 쌀과 물

그리고 누룩만으로 빚은 프리미엄 막걸리예요.

배, 참외에서 느껴지는 은은한 향과 조화를 이루는 새콤한 맛 덕에 계속해서 손이 가는데요.

술술 넘어가는 부드러운 목 넘김과 첨가물이 없어 깔끔한 뒷맛 때문에

시원하게 한 잔 쭉 마시기에도 제격이랍니다!
설하담, 어떤 음식과 잘 어울리나요?

설하담은 특별한 안주 없이 즐겨도 좋을 정도로 깔끔해서

담백한 음식과 함께 즐기기에 좋은 술입니다.

막걸리 특유의 잔여물이 적고 향이 시원하게 나는 술이므로

일반적인 탁주 잔도 좋지만 와인 잔에 담아 향을 느끼며 마시는 것도 좋습니다.
설하담, 알고 마시면 더 맛있어요!

흰 눈처럼 깔끔하게 즐길 수 있는 ‘설하담’은 감미료를 사용하는 대신에

쌀의 함량을 높여 쌀 본연의 단맛을 느낄 수 있으며

오랜 시간 저온에서 숙성하고 침전물을 걸러낸 덕에 부드럽고 깔끔하게 마실 수 있는 술입니다."
207,세종대왕어주 탁주,탁주,13,6,3,7,6,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FK8OH-1623071019146-%25EC%2584%25B8%25EC%25A2%2585%25EB%258C%2580%25EC%2599%2595%25EC%2596%25B4%25EC%25A3%25BC%25ED%2583%2581%25EC%25A3%25BC-6.jpg&w=3840&q=75,"세종대왕 어주 탁주, 어떤 맛을 갖고 있나요?

바나나칩, 배 등의 과일 향과 꽃 향기가 풍부한 세종대왕 어주 탁주는

가벼운 바디감을 가지고 있어 목 넘김이 부드러운 술입니다.

탄산이 거의 없어 가스 차는 더부룩한 느낌 없이 쌀과 누룩 본연의 맛에 더욱 집중할 수 있습니다.

찹쌀과 멥쌀의 총 함유량은 45로 쌀의 담백함과 누룩의 구수함이 적절한 균형을 이룹니다.
세종대왕 어주 탁주, 어떤 음식과 잘 어울리나요?

부드러운 목 넘김의 세종대왕 어주 탁주는 가볍게 즐기기 좋은 술입니다.

두부구이, 감자전 같은 담백한 음식과 잘 어울리고

대구탕, 홍합탕, 어묵탕 같이 맑은 국물 요리와도 일품입니다.

대신 다른 탁주에 비교해 단맛이 덜하므로 맵고 신 음식과의 조합은 피해 주세요!
세종대왕 어주 탁주, 알고 마시면 더 맛있어요!

충북 내수읍의 초정리에서 생산되는 약수인 초정 약수는

탄산이 자연적으로 섞여 있는 탄산수입니다.

마을 이름 초정은 탄산수가 나는 우물이 있다는 뜻이라고 하는데요.

초정 약수에는 미네랄이 풍부하여 누룩 속 효모의 활동을 활성화하고

잡균 증식을 억제하기 때문에 깔끔하고 풍부한 맛의 술을 빚어낼 수 있습니다.



이 특별한 물은 피부 질환에도 효험이 있어서 세종대왕이 요양차 초정리 약수터에서

약 120일 가량 머물며 물을 마시고 몸을 씻으며 치료를 받았다는 기록이 있다고 합니다."
189,수제 탁주 바랑,탁주,15,8,8,4,5,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FYnqm-1623070981143-%25EB%25B0%2594%25EB%259E%2591-4.jpg&w=3840&q=75,"바랑, 어떤 맛을 갖고 있나요?

전체적으로 강렬한 맛을 지니고 있으며

강한 단맛만큼이나 강한 산미를 갖고 있는 덕에

조화로운 맛을 느낄 수 있을 거예요.

알코올 도수는 시중에 판매되는 막걸리보다 2배 가량 높은데요.

높은 도수와 달리 부드러운 목 넘김을 느낄 수 있으며

목에서부터 화~하게 퍼지는 새콤달콤함이 매력적인 술이랍니다.
바랑, 어떤 음식과 잘 어울리나요?

높은 도수와 강렬한 맛을 가진 바랑은 벌컥벌컥 마시기 보단

작은 잔에 담아 음식과 함께 홀짝홀짝 음용하시는 것을 추천해 드리는데요.

강렬한 산미는 기름진 육류도 깔끔하게 먹을 수 있도록 도와주고

강한 단맛은 매콤한 음식의 매운맛을 중화시킵니다.
바랑, 알고 마시면 더 맛있어요!

바랑은 100일 동안 만들어지는 백일주입니다.

국내에서 유일하게 전통누룩을 사용하면서 생쌀로 술을 빚는

유니크한 제조방법을 가지고 있는데요.

깜짝 놀랄만한 사실은 다른 탁약주보다 많게는 1/10 정도의 누룩만을 사용하여

이 정도로 높은 도수와 맛을 낸다는 점입니다!

누룩이 거의 들어가지 않고 생쌀로 빚어 더 부드럽고 깔끔한 바랑,

술담화가 자신있게 선보입니다!"
198,술공방 9.0,탁주,9,4,7,8,9,6,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FJuZY-1659320790308-0.jpg&w=3840&q=75,"술공방 9.0, 어떤 맛을 갖고 있나요?

마치 요거트를 마시는 듯한 걸쭉함이 느껴지다가도

보글보글 올라오는 탄산 덕에 가벼운 느낌으로 마실 수 있는데요.

묵직한 곡물의 풍미와 향긋한 산미를 충분히 느낀 후 삼키다 보면

입안에 남는 곡물의 입자에서 자연스러운 단맛이 스몰~ 스몰~ 올라올 거예요! 


술공방 9.0, 어떤 음식과 잘 어울리나요?

묵직하고 입을 부드럽게 감싸주는 느낌의 막걸리라 전도 좋지만

매운 음식인 닭발, 김치찜, 매운 떡볶이 등과도 잘 어울려요.

매운 느낌을 금방 잡아주는 역할을 하기 때문이죠!

술공방 9.0은 탄산이 있는 스파클링 막걸리라

적당히 차갑게 냉장 보관된 상태에서 마시는 게 좋아요.

묵직한 느낌이 강하다 싶으시면 몇 개의 얼음을 추가하여 마셔도 충분히 맛이 살아날 거예요!


술공방 9.0, 알고 마시면 더 맛있어요!

술공방 9.0은 2019년 충남 탁주부문 TOP10으로 선정될 만큼

맛과 품질을 이미 인정받은 술이에요.

이름에서도 알다시피 술공방은 아리랑주조 내에서도 따로

작은 양조 공간에서 소소하게 만들어지는 술인데요.

작은 공방에서 술을 빚는 건 대표님의 평소 로망이었다고도 해요. :)"
75,술취한 원숭이,탁주,10.8,6,4,7,7,0,,,,,,,https://www.sooldamhwa.com/_next/image?url=https%3A%2F%2Fd38cxpfv0ljg7q.cloudfront.net%2Fadmin_contents%2Fthumbnail%2FGt8e-1623070755884-%25EC%2588%25A0%25EC%25B7%25A8%25ED%2595%259C%25EC%259B%2590%25EC%2588%25AD%25EC%259D%25B4-5.jpg&w=3840&q=75,"술취한 원숭이, 어떤 맛을 갖고 있나요?

요구르트 같은 상큼한 맛 뒤에 씁쓸한 여운을 느낄 수 있는 술인데요.

묵직해 보이는 외관과는 달리 부드럽고 가볍게 넘어가는 술이므로

편안하게 마실 수 있을 거예요.
술취한 원숭이, 어떤 음식과 잘 어울리나요?

상큼한 맛은 물론, 곡물의 풍미가 그대로 살아있어서 양념된 육류 요리와 궁합이 좋은데요.

양념 중에서도 달고 짠 맛이 복합적으로 나는 요리들과 함께 한다면

술이 금새 사라지는 경험을 하실 수 있을 거예요 :)
술취한 원숭이, 알고 마시면 더 맛있어요!

술취한 원숭이의 붉은 장밋빛은 색소가 아닌, ‘홍국’이라는 쌀을 사용한 덕에 발현되는 색인데요.

일반 쌀에 ‘홍국균’이라는 붉은 곰팡이를 자연 발효시켜 만든 특별한 쌀이랍니다.

또 사람이 술에 취했을 때 하는 모든 행위가 라벨에 담겨있다니 재밌지 않으신가요?"
